accent,age_english_onset,age_sex,audio_url,birth_place,english_learning_method,local_audio_path,native_language,other_languages,speaker_url,years_in_english_country
mandarin,13,"53, female",https://accent.gmu.edu/soundtracks/mandarin11.mp3,"kao-hsiung, taiwan",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin11.mp3,mandarin,cantonese,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=607,
mandarin,1,"23, male",https://accent.gmu.edu/soundtracks/mandarin12.mp3,"singapore, singapore",naturalistic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin12.mp3,mandarin,cantonese spanish french,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=623,
mandarin,13,"29, male",https://accent.gmu.edu/soundtracks/mandarin13.mp3,"nantou, taiwan",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin13.mp3,mandarin,taiwanese,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=685,
mandarin,20,"49, male",https://accent.gmu.edu/soundtracks/mandarin14.mp3,"dalian, liaoning, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin14.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=719,
mandarin,11,"28, female",https://accent.gmu.edu/soundtracks/mandarin15.mp3,"tainan, taiwan",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin15.mp3,mandarin,french swedish japanese,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=746,
mandarin,10,"32, male",https://accent.gmu.edu/soundtracks/mandarin16.mp3,"taipei, taiwan",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin16.mp3,mandarin,taiwanese japanese,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=750,
mandarin,13,"26, male",https://accent.gmu.edu/soundtracks/mandarin17.mp3,"wuhan, hubei, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin17.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=796,
mandarin,13,"29, female",https://accent.gmu.edu/soundtracks/mandarin18.mp3,"taoyuan, taiwan",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin18.mp3,mandarin,hakka,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=872,
mandarin,13,"27, male",https://accent.gmu.edu/soundtracks/mandarin19.mp3,"qinzhou, guangxi, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin19.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=916,
mandarin,12,"40, female",https://accent.gmu.edu/soundtracks/mandarin20.mp3,"ping tong, taiwan",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin20.mp3,mandarin,russian,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=931,
mandarin,9,"38, female",https://accent.gmu.edu/soundtracks/mandarin21.mp3,"chengdu, sichuan, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin21.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=984,
mandarin,11,"39, female",https://accent.gmu.edu/soundtracks/mandarin22.mp3,"haikou, hainan, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin22.mp3,mandarin,cantonese taiwanese,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1019,
mandarin,13,"46, female",https://accent.gmu.edu/soundtracks/mandarin23.mp3,"kao-hsiung, taiwan",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin23.mp3,mandarin,cantonese taiwanese,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1044,
mandarin,10,"21, female",https://accent.gmu.edu/soundtracks/mandarin24.mp3,"shanghai, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin24.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1089,
mandarin,13,"28, female",https://accent.gmu.edu/soundtracks/mandarin25.mp3,"wuxi, jiangsu, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin25.mp3,mandarin,german,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1125,
mandarin,12,"31, female",https://accent.gmu.edu/soundtracks/mandarin26.mp3,"emei, sichuan, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin26.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1141,
mandarin,15,"18, male",https://accent.gmu.edu/soundtracks/mandarin27.mp3,"chengdu, sichuan, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin27.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1154,
mandarin,15,"45, male",https://accent.gmu.edu/soundtracks/mandarin28.mp3,"shanghai, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin28.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1447,
mandarin,4,"24, male",https://accent.gmu.edu/soundtracks/mandarin29.mp3,"lanzhou, gansu, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin29.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1490,
mandarin,13,"27, male",https://accent.gmu.edu/soundtracks/mandarin30.mp3,"taipei, taiwan",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin30.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1491,
mandarin,13,"26, female",https://accent.gmu.edu/soundtracks/mandarin31.mp3,"wenzhou, zhejiang, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin31.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1519,
mandarin,12,"23, female",https://accent.gmu.edu/soundtracks/mandarin32.mp3,"taipei, taiwan",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin32.mp3,mandarin,japanese,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1527,
mandarin,6,"25, male",https://accent.gmu.edu/soundtracks/mandarin33.mp3,"beijing, china",naturalistic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin33.mp3,mandarin,french,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1541,
mandarin,13,"31, female",https://accent.gmu.edu/soundtracks/mandarin34.mp3,"shi jia zhuang, hebei, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin34.mp3,mandarin,japanese,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1578,
mandarin,12,"27, female",https://accent.gmu.edu/soundtracks/mandarin35.mp3,"yantai, shandong, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin35.mp3,mandarin,japanese,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1579,
mandarin,10,"32, female",https://accent.gmu.edu/soundtracks/mandarin36.mp3,"beijing, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin36.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1580,
mandarin,12,"32, female",https://accent.gmu.edu/soundtracks/mandarin37.mp3,"huhot, nei meng gu, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin37.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1581,
mandarin,12,"33, female",https://accent.gmu.edu/soundtracks/mandarin38.mp3,"changsha, hunan, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin38.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1582,
mandarin,12,"24, female",https://accent.gmu.edu/soundtracks/mandarin39.mp3,"tie ling, liaoning, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin39.mp3,mandarin,russian,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1583,
mandarin,12,"28, male",https://accent.gmu.edu/soundtracks/mandarin40.mp3,"chengdu, sichuan, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin40.mp3,mandarin,japanese thai,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1614,
mandarin,13,"34, female",https://accent.gmu.edu/soundtracks/mandarin41.mp3,"songyuan, jilin, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin41.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1615,
mandarin,16,"47, female",https://accent.gmu.edu/soundtracks/mandarin42.mp3,"yanbian, jilin, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin42.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1616,
mandarin,15,"24, female",https://accent.gmu.edu/soundtracks/mandarin43.mp3,"datong, shanxi, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin43.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1617,
mandarin,16,"21, male",https://accent.gmu.edu/soundtracks/mandarin44.mp3,"hangzhou, zhejiang, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin44.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1630,
mandarin,12,"42, female",https://accent.gmu.edu/soundtracks/mandarin45.mp3,"beijing, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin45.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1631,
mandarin,9,"43, female",https://accent.gmu.edu/soundtracks/mandarin46.mp3,"jilin city, jilin, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin46.mp3,mandarin,arabic,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1636,
mandarin,8,"28, female",https://accent.gmu.edu/soundtracks/mandarin47.mp3,"beijing, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin47.mp3,mandarin,japanese french,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1644,
mandarin,12,"37, male",https://accent.gmu.edu/soundtracks/mandarin48.mp3,"pingdingshan, henan, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin48.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1645,
mandarin,10,"21, male",https://accent.gmu.edu/soundtracks/mandarin49.mp3,"shanghai, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin49.mp3,mandarin,french,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1736,
mandarin,9,"25, male",https://accent.gmu.edu/soundtracks/mandarin50.mp3,"hsinchu, taiwan",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin50.mp3,mandarin,taiwanese,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1788,
mandarin,10,"25, male",https://accent.gmu.edu/soundtracks/mandarin51.mp3,"tianjin, hebei, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin51.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1792,
mandarin,6,"26, female",https://accent.gmu.edu/soundtracks/mandarin52.mp3,"shaoxing, zhejiang, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin52.mp3,mandarin,japanese,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1793,
mandarin,13,"38, female",https://accent.gmu.edu/soundtracks/mandarin53.mp3,"ningbo, zhejiang, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin53.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1817,
mandarin,10,"25, female",https://accent.gmu.edu/soundtracks/mandarin54.mp3,"chengdu, sichuan, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin54.mp3,mandarin,japanese,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1900,
mandarin,13,"25, female",https://accent.gmu.edu/soundtracks/mandarin55.mp3,"loudi, hunan, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin55.mp3,mandarin,japanese spanish,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1909,
mandarin,11,"26, female",https://accent.gmu.edu/soundtracks/mandarin56.mp3,"baoding, hebei, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin56.mp3,mandarin,korean thai,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1910,
mandarin,12,"20, male",https://accent.gmu.edu/soundtracks/mandarin57.mp3,"shanghai, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin57.mp3,mandarin,cantonese,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=1990,
mandarin,7,"23, male",https://accent.gmu.edu/soundtracks/mandarin58.mp3,"superior, colorado, usa",naturalistic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin58.mp3,mandarin,french,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2000,
mandarin,6,"20, female",https://accent.gmu.edu/soundtracks/mandarin59.mp3,"kunming, yunnan, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin59.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2019,
mandarin,13,"41, female",https://accent.gmu.edu/soundtracks/mandarin60.mp3,"guiyang, guizhou, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin60.mp3,mandarin,cantonese,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2109,
mandarin,16,"33, female",https://accent.gmu.edu/soundtracks/mandarin61.mp3,"shangrao, jiangxi, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin61.mp3,mandarin,cantonese,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2116,
mandarin,7,"24, male",https://accent.gmu.edu/soundtracks/mandarin62.mp3,"shanghai, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin62.mp3,mandarin,spanish,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2117,
mandarin,12,"27, male",https://accent.gmu.edu/soundtracks/mandarin63.mp3,"jiaozuo, henan, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin63.mp3,mandarin,french,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2119,
mandarin,10,"24, female",https://accent.gmu.edu/soundtracks/mandarin64.mp3,"fuzhou, fujian, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin64.mp3,mandarin,min dong,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2129,
mandarin,5,"20, female",https://accent.gmu.edu/soundtracks/mandarin65.mp3,"tianjin, hebei, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin65.mp3,mandarin,french,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2173,
mandarin,19,"22, female",https://accent.gmu.edu/soundtracks/mandarin66.mp3,"shanghai, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin66.mp3,mandarin,spanish,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2252,
mandarin,13,"23, male",https://accent.gmu.edu/soundtracks/mandarin67.mp3,"nanjing, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin67.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2274,
mandarin,10,"23, male",https://accent.gmu.edu/soundtracks/mandarin68.mp3,"dongyang, zhejiang, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin68.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2281,
mandarin,12,"22, male",https://accent.gmu.edu/soundtracks/mandarin69.mp3,"taizhou, jiangsu, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin69.mp3,mandarin,german,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2282,
mandarin,8,"21, female",https://accent.gmu.edu/soundtracks/mandarin70.mp3,"shanghai, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin70.mp3,mandarin,japanese,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2291,
mandarin,6,"20, female",https://accent.gmu.edu/soundtracks/mandarin71.mp3,"chengdu, sichuan, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin71.mp3,mandarin,french,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2294,
mandarin,10,"22, female",https://accent.gmu.edu/soundtracks/mandarin72.mp3,"taichung, taiwan",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin72.mp3,mandarin,taiwanese,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2306,
mandarin,10,"27, female",https://accent.gmu.edu/soundtracks/mandarin73.mp3,"chengdu, sichuan, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin73.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2319,
mandarin,13,"19, male",https://accent.gmu.edu/soundtracks/mandarin74.mp3,"shenzhen, china",naturalistic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin74.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2323,
mandarin,13,"20, male",https://accent.gmu.edu/soundtracks/mandarin75.mp3,"taipei, taiwan",naturalistic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin75.mp3,mandarin,taiwanese,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2332,
mandarin,12,"29, male",https://accent.gmu.edu/soundtracks/mandarin76.mp3,"zhengzhou, henan, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin76.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2348,
mandarin,8,"20, female",https://accent.gmu.edu/soundtracks/mandarin77.mp3,"jingjiang, jiangsu, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin77.mp3,mandarin,german,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2355,
mandarin,6,"20, female",https://accent.gmu.edu/soundtracks/mandarin78.mp3,"ganzhou, jiangxi, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin78.mp3,mandarin,japanese korean,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2360,
mandarin,2,"19, female",https://accent.gmu.edu/soundtracks/mandarin79.mp3,"johor bahru, malaysia",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin79.mp3,mandarin,malay hokkien cantonese korean japanese,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2365,
mandarin,10,"21, male",https://accent.gmu.edu/soundtracks/mandarin80.mp3,"xi'an, shanxi, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin80.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2413,
mandarin,10,"22, female",https://accent.gmu.edu/soundtracks/mandarin81.mp3,"suzhou, jiangsu, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin81.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2414,
mandarin,13,"23, female",https://accent.gmu.edu/soundtracks/mandarin82.mp3,"wuhai, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin82.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2418,
mandarin,12,"26, female",https://accent.gmu.edu/soundtracks/mandarin83.mp3,"zhengzhou, henan, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin83.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2419,
mandarin,10,"24, female",https://accent.gmu.edu/soundtracks/mandarin84.mp3,"zhengzhou, henan, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin84.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2420,
mandarin,10,"23, female",https://accent.gmu.edu/soundtracks/mandarin85.mp3,"changsha, hunan, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin85.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2421,
mandarin,7,"22, female",https://accent.gmu.edu/soundtracks/mandarin86.mp3,"shenyang, liaoning, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin86.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2423,
mandarin,7,"22, female",https://accent.gmu.edu/soundtracks/mandarin87.mp3,"lanzhou, gansu, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin87.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2435,
mandarin,8,"23, male",https://accent.gmu.edu/soundtracks/mandarin88.mp3,"anqing, anhui, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin88.mp3,mandarin,japanese,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2447,
mandarin,12,"19, male",https://accent.gmu.edu/soundtracks/mandarin89.mp3,"taiyuan, shanxi, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin89.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2448,
mandarin,8,"27, male",https://accent.gmu.edu/soundtracks/mandarin90.mp3,"chengdu, sichuan, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin90.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2461,
mandarin,13,"22, male",https://accent.gmu.edu/soundtracks/mandarin91.mp3,"tongcheng, anhui, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin91.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2463,
mandarin,10,"23, female",https://accent.gmu.edu/soundtracks/mandarin92.mp3,"huai'an, jiangsu, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin92.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2469,
mandarin,6,"22, female",https://accent.gmu.edu/soundtracks/mandarin93.mp3,"xi'an, shanxi, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin93.mp3,mandarin,french,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2474,
mandarin,8,"23, male",https://accent.gmu.edu/soundtracks/mandarin94.mp3,"baotou, inner mongolia, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin94.mp3,mandarin,none,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2477,
mandarin,11,"29, female",https://accent.gmu.edu/soundtracks/mandarin95.mp3,"yangxin, hubei, china",academic,/content/drive/MyDrive/Fall25/EE502/FinalProjects/Ch24/data/mandarin/mandarin95.mp3,mandarin,arabic,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=2483,
